id,dut,categories,test,description,inputs,result,messages
1175,dc1-wan1,Security,VerifyAPIIPv4Acl,Verifies if eAPI has the right number IPv4 ACL(s) configured for a specified VRF.,,NOT RUN,
1176,dc1-wan1,Security,VerifyAPIIPv6Acl,Verifies if eAPI has the right number IPv6 ACL(s) configured for a specified VRF.,,NOT RUN,
1177,dc1-wan1,Security,VerifyAPISSLCertificate,"Verifies the eAPI SSL certificate expiry, common subject name, encryption algorithm and key size.",,NOT RUN,
1178,dc1-wan1,Security,VerifyBannerLogin,Verifies the login banner of a device.,,NOT RUN,
1179,dc1-wan1,Security,VerifyBannerMotd,Verifies the motd banner of a device.,,NOT RUN,
1180,dc1-wan1,Security,VerifyIPSecConnHealth,Verifies all IPv4 security connections.,,NOT RUN,
1181,dc1-wan1,Security,VerifyIPv4ACL,Verifies the configuration of IPv4 ACLs.,,NOT RUN,
1182,dc1-wan1,Security,VerifySpecificIPSecConn,Verifies IPv4 security connections for a peer.,,NOT RUN,
1183,dc1-wan1,Security,VerifySSHIPv4Acl,Verifies if the SSHD agent has IPv4 ACL(s) configured.,,NOT RUN,
1184,dc1-wan1,Security,VerifySSHIPv6Acl,Verifies if the SSHD agent has IPv6 ACL(s) configured.,,NOT RUN,
1185,dc1-wan1,Security,VerifySSHStatus,Verifies if the SSHD agent is disabled in the default VRF.,,NOT RUN,
1186,dc1-wan1,Security,VerifyTelnetStatus,Verifies if Telnet is disabled in the default VRF.,,NOT RUN,
1187,dc1-wan1,Services,VerifyDNSLookup,Verifies the DNS name to IP address resolution.,,NOT RUN,
1188,dc1-wan1,Services,VerifyDNSServers,Verifies if the DNS servers are correctly configured.,,NOT RUN,
1189,dc1-wan1,Services,VerifyErrdisableRecovery,"Verifies the errdisable recovery reason, status, and interval.",,NOT RUN,
1190,dc1-wan1,Services,VerifyHostname,Verifies the hostname of a device.,,NOT RUN,
1191,dc1-wan1,SNMP,VerifySnmpIPv4Acl,Verifies if the SNMP agent has IPv4 ACL(s) configured.,,NOT RUN,
1192,dc1-wan1,SNMP,VerifySnmpIPv6Acl,Verifies if the SNMP agent has IPv6 ACL(s) configured.,,NOT RUN,
1193,dc1-wan1,SNMP,VerifySnmpStatus,Verifies if the SNMP agent is enabled.,,NOT RUN,
1194,dc1-wan1,Software,VerifyEOSVersion,Verifies the EOS version of the device.,,NOT RUN,
1195,dc1-wan1,Software,VerifyTerminAttrVersion,Verifies the TerminAttr version of the device.,,NOT RUN,
1196,dc1-wan1,STUN,VerifyStunClient,Verifies the STUN client is configured with the specified IPv4 source address and port. Validate the public IP and port if provided.,,NOT RUN,
1197,dc1-wan1,System,VerifyAgentLogs,Verifies there are no agent crash reports.,,NOT RUN,
1198,dc1-wan1,System,VerifyCoredump,Verifies there are no core dump files.,,NOT RUN,
1199,dc1-wan1,System,VerifyCPUUtilization,Verifies whether the CPU utilization is below 75%.,,NOT RUN,
1200,dc1-wan1,System,VerifyFileSystemUtilization,Verifies that no partition is utilizing more than 75% of its disk space.,,NOT RUN,
1201,dc1-wan1,System,VerifyMemoryUtilization,Verifies whether the memory utilization is below 75%.,,NOT RUN,
1202,dc1-wan1,System,VerifyNTP,Verifies if NTP is synchronised.,,NOT RUN,
1203,dc1-wan1,System,VerifyNTP,Verifies if NTP is synchronised.,,NOT RUN,
1204,dc1-wan1,System,VerifyReloadCause,Verifies the last reload cause of the device.,,NOT RUN,
1205,dc1-wan1,System,VerifyUptime,Verifies the device uptime.,,NOT RUN,
1206,dc1-wan1,VLAN,VerifyVlanInternalPolicy,Verifies the VLAN internal allocation policy and the range of VLANs.,,NOT RUN,
1207,dc1-wan2,AAA,VerifyAcctConsoleMethods,"Verifies the AAA accounting console method lists for different accounting types (system, exec, commands, dot1x).",,NOT RUN,
1208,dc1-wan2,AAA,VerifyAcctDefaultMethods,"Verifies the AAA accounting default method lists for different accounting types (system, exec, commands, dot1x).",,NOT RUN,
1209,dc1-wan2,AAA,VerifyAuthenMethods,"Verifies the AAA authentication method lists for different authentication types (login, enable, dot1x).",,NOT RUN,
1210,dc1-wan2,AAA,VerifyAuthzMethods,"Verifies the AAA authorization method lists for different authorization types (commands, exec).",,NOT RUN,
1211,dc1-wan2,AAA,VerifyTacacsServerGroups,Verifies if the provided TACACS server group(s) are configured.,,NOT RUN,
1212,dc1-wan2,AAA,VerifyTacacsServers,Verifies TACACS servers are configured for a specified VRF.,,NOT RUN,
1213,dc1-wan2,AAA,VerifyTacacsSourceIntf,Verifies TACACS source-interface for a specified VRF.,,NOT RUN,
1214,dc1-wan2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: dc1-leaf1a (IP: 10.255.255.10),NOT RUN,
1215,dc1-wan2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: dc1-leaf1b (IP: 10.255.255.20),NOT RUN,
1216,dc1-wan2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 SR-TE Peer: dc1-leaf1a (IP: 10.255.255.10),NOT RUN,
1217,dc1-wan2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 SR-TE Peer: dc1-leaf1b (IP: 10.255.255.20),NOT RUN,
1218,dc1-wan2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: dc1-leaf1a (IP: 10.255.255.4),NOT RUN,
1219,dc1-wan2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: dc1-leaf1b (IP: 10.255.255.6),NOT RUN,
1220,dc1-wan2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Link-State Peer: dc1-leaf1a (IP: 10.255.255.10),NOT RUN,
1221,dc1-wan2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Link-State Peer: dc1-leaf1b (IP: 10.255.255.20),NOT RUN,
1222,dc1-wan2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Path-Selection Peer: dc1-leaf1a (IP: 10.255.255.10),NOT RUN,
1223,dc1-wan2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Path-Selection Peer: dc1-leaf1b (IP: 10.255.255.20),NOT RUN,
1224,dc1-wan2,Configuration,VerifyRunningConfigDiffs,Verifies there is no difference between the running-config and the startup-config,,NOT RUN,
1225,dc1-wan2,Configuration,VerifyZeroTouch,Verifies ZeroTouch is disabled,,NOT RUN,
1226,dc1-wan2,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet1 - Remote: dc1-leaf1a Ethernet7,NOT RUN,
1227,dc1-wan2,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet2 - Remote: dc1-leaf1b Ethernet7,NOT RUN,
1228,dc1-wan2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet1 (IP: 10.255.255.5) - Destination: dc1-leaf1a Ethernet7 (IP: 10.255.255.4),NOT RUN,
1229,dc1-wan2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet2 (IP: 10.255.255.7) - Destination: dc1-leaf1b Ethernet7 (IP: 10.255.255.6),NOT RUN,
1230,dc1-wan2,Field Notices,VerifyFieldNotice44Resolution,Verifies that the device is using the correct Aboot version per FN0044.,,NOT RUN,
1231,dc1-wan2,Field Notices,VerifyFieldNotice72Resolution,"Verifies if the device is exposed to FN0072, and if the issue has been mitigated.",,NOT RUN,
1232,dc1-wan2,Greent,VerifyGreenT,Verifies if a GreenT policy is created.,,NOT RUN,
1233,dc1-wan2,Greent,VerifyGreenTCounters,Verifies if the GreenT counters are incremented.,,NOT RUN,
1234,dc1-wan2,Hardware,VerifyAdverseDrops,Verifies there are no adverse drops on DCS-7280 and DCS-7500 family switches.,,NOT RUN,
1235,dc1-wan2,Hardware,VerifyEnvironmentCooling,Verifies the status of power supply fans and all fan trays.,,NOT RUN,
1236,dc1-wan2,Hardware,VerifyEnvironmentCooling,Verifies the status of power supply fans and all fan trays.,Accepted States: 'ok',NOT RUN,
1237,dc1-wan2,Hardware,VerifyEnvironmentPower,Verifies the power supplies status.,,NOT RUN,
1238,dc1-wan2,Hardware,VerifyEnvironmentPower,Verifies the power supplies status.,Accepted States: 'ok',NOT RUN,
1239,dc1-wan2,Hardware,VerifyEnvironmentSystemCooling,Verifies the system cooling status.,,NOT RUN,
1240,dc1-wan2,Hardware,VerifyTemperature,Verifies the device temperature.,,NOT RUN,
1241,dc1-wan2,Hardware,VerifyTemperature,Verifies the device temperature.,,NOT RUN,
1242,dc1-wan2,Hardware,VerifyTransceiversManufacturers,Verifies if all transceivers come from approved manufacturers.,,NOT RUN,
1243,dc1-wan2,Hardware,VerifyTransceiversManufacturers,Verifies if all transceivers come from approved manufacturers.,"Accepted Manufacturers: 'Arista Networks', 'Arastra, Inc.', 'Not Present'",NOT RUN,
1244,dc1-wan2,Hardware,VerifyTransceiversTemperature,Verifies the transceivers temperature.,,NOT RUN,
1245,dc1-wan2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Dps1 - DPS Interface = 'up',NOT RUN,
1246,dc1-wan2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet1 - P2P_LINK_TO_DC1-LEAF1A_Ethernet7 = 'up',NOT RUN,
1247,dc1-wan2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet2 - P2P_LINK_TO_DC1-LEAF1B_Ethernet7 = 'up',NOT RUN,
1248,dc1-wan2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet3 - mpls-sp-1_DC1-MPLS-4 = 'up',NOT RUN,
1249,dc1-wan2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet4 - isp-1_DC1-INET-4 = 'up',NOT RUN,
1250,dc1-wan2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback0 - Router_ID = 'up',NOT RUN,
1251,dc1-wan2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vxlan1 = 'up',NOT RUN,
1252,dc1-wan2,LANZ,VerifyLANZ,Verifies if LANZ is enabled.,,NOT RUN,
1253,dc1-wan2,PTP,VerifyPtpGMStatus,Verifies that the device is locked to a valid PTP Grandmaster.,,NOT RUN,
1254,dc1-wan2,PTP,VerifyPtpLockStatus,Verifies that the device was locked to the upstream PTP GM in the last minute.,,NOT RUN,
1255,dc1-wan2,PTP,VerifyPtpModeStatus,Verifies that the device is configured as a PTP Boundary Clock.,,NOT RUN,
1256,dc1-wan2,PTP,VerifyPtpOffset,Verifies that the PTP timing offset is within +/- 1000ns from the master clock.,,NOT RUN,
1257,dc1-wan2,PTP,VerifyPtpPortModeStatus,Verifies the PTP interfaces state.,,NOT RUN,
1258,dc1-wan2,Routing,VerifyRoutingProtocolModel,Verifies the configured routing protocol model.,Routing protocol model: multi-agent,NOT RUN,
1259,dc1-wan2,Security,VerifyAPIHttpsSSL,Verifies if the eAPI has a valid SSL profile.,,NOT RUN,
1260,dc1-wan2,Security,VerifyAPIHttpsSSL,Verifies if the eAPI has a valid SSL profile.,eAPI HTTPS SSL Profile: eAPI_SSL_Profile,NOT RUN,
1261,dc1-wan2,Security,VerifyAPIHttpStatus,Verifies if eAPI HTTP server is disabled globally.,,NOT RUN,
1262,dc1-wan2,Security,VerifyAPIIPv4Acl,Verifies if eAPI has the right number IPv4 ACL(s) configured for a specified VRF.,,NOT RUN,
1263,dc1-wan2,Security,VerifyAPIIPv6Acl,Verifies if eAPI has the right number IPv6 ACL(s) configured for a specified VRF.,,NOT RUN,
1264,dc1-wan2,Security,VerifyAPISSLCertificate,"Verifies the eAPI SSL certificate expiry, common subject name, encryption algorithm and key size.",,NOT RUN,
1265,dc1-wan2,Security,VerifyBannerLogin,Verifies the login banner of a device.,,NOT RUN,
1266,dc1-wan2,Security,VerifyBannerMotd,Verifies the motd banner of a device.,,NOT RUN,
1267,dc1-wan2,Security,VerifyIPSecConnHealth,Verifies all IPv4 security connections.,,NOT RUN,
1268,dc1-wan2,Security,VerifyIPv4ACL,Verifies the configuration of IPv4 ACLs.,,NOT RUN,
1269,dc1-wan2,Security,VerifySpecificIPSecConn,Verifies IPv4 security connections for a peer.,,NOT RUN,
1270,dc1-wan2,Security,VerifySSHIPv4Acl,Verifies if the SSHD agent has IPv4 ACL(s) configured.,,NOT RUN,
1271,dc1-wan2,Security,VerifySSHIPv6Acl,Verifies if the SSHD agent has IPv6 ACL(s) configured.,,NOT RUN,
1272,dc1-wan2,Security,VerifySSHStatus,Verifies if the SSHD agent is disabled in the default VRF.,,NOT RUN,
1273,dc1-wan2,Security,VerifyTelnetStatus,Verifies if Telnet is disabled in the default VRF.,,NOT RUN,
1274,dc1-wan2,Services,VerifyDNSLookup,Verifies the DNS name to IP address resolution.,,NOT RUN,
1275,dc1-wan2,Services,VerifyDNSServers,Verifies if the DNS servers are correctly configured.,,NOT RUN,
1276,dc1-wan2,Services,VerifyErrdisableRecovery,"Verifies the errdisable recovery reason, status, and interval.",,NOT RUN,
1277,dc1-wan2,Services,VerifyHostname,Verifies the hostname of a device.,,NOT RUN,
1278,dc1-wan2,SNMP,VerifySnmpIPv4Acl,Verifies if the SNMP agent has IPv4 ACL(s) configured.,,NOT RUN,
1279,dc1-wan2,SNMP,VerifySnmpIPv6Acl,Verifies if the SNMP agent has IPv6 ACL(s) configured.,,NOT RUN,
1280,dc1-wan2,SNMP,VerifySnmpStatus,Verifies if the SNMP agent is enabled.,,NOT RUN,
1281,dc1-wan2,Software,VerifyEOSVersion,Verifies the EOS version of the device.,,NOT RUN,
1282,dc1-wan2,Software,VerifyTerminAttrVersion,Verifies the TerminAttr version of the device.,,NOT RUN,
1283,dc1-wan2,STUN,VerifyStunClient,Verifies the STUN client is configured with the specified IPv4 source address and port. Validate the public IP and port if provided.,,NOT RUN,
1284,dc1-wan2,System,VerifyAgentLogs,Verifies there are no agent crash reports.,,NOT RUN,
1285,dc1-wan2,System,VerifyCoredump,Verifies there are no core dump files.,,NOT RUN,
1286,dc1-wan2,System,VerifyCPUUtilization,Verifies whether the CPU utilization is below 75%.,,NOT RUN,
1287,dc1-wan2,System,VerifyFileSystemUtilization,Verifies that no partition is utilizing more than 75% of its disk space.,,NOT RUN,
1288,dc1-wan2,System,VerifyMemoryUtilization,Verifies whether the memory utilization is below 75%.,,NOT RUN,
1289,dc1-wan2,System,VerifyNTP,Verifies if NTP is synchronised.,,NOT RUN,
1290,dc1-wan2,System,VerifyNTP,Verifies if NTP is synchronised.,,NOT RUN,
1291,dc1-wan2,System,VerifyReloadCause,Verifies the last reload cause of the device.,,NOT RUN,
1292,dc1-wan2,System,VerifyUptime,Verifies the device uptime.,,NOT RUN,
1293,dc1-wan2,VLAN,VerifyVlanInternalPolicy,Verifies the VLAN internal allocation policy and the range of VLANs.,,NOT RUN,
1294,dc2-leaf1a,AAA,VerifyAcctConsoleMethods,"Verifies the AAA accounting console method lists for different accounting types (system, exec, commands, dot1x).",,NOT RUN,
1295,dc2-leaf1a,AAA,VerifyAcctDefaultMethods,"Verifies the AAA accounting default method lists for different accounting types (system, exec, commands, dot1x).",,NOT RUN,
1296,dc2-leaf1a,AAA,VerifyAuthenMethods,"Verifies the AAA authentication method lists for different authentication types (login, enable, dot1x).",,NOT RUN,
1297,dc2-leaf1a,AAA,VerifyAuthzMethods,"Verifies the AAA authorization method lists for different authorization types (commands, exec).",,NOT RUN,
1298,dc2-leaf1a,AAA,VerifyTacacsServerGroups,Verifies if the provided TACACS server group(s) are configured.,,NOT RUN,
1299,dc2-leaf1a,AAA,VerifyTacacsServers,Verifies TACACS servers are configured for a specified VRF.,,NOT RUN,
1300,dc2-leaf1a,AAA,VerifyTacacsSourceIntf,Verifies TACACS source-interface for a specified VRF.,,NOT RUN,
1301,dc2-leaf1a,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: dc2-spine1 (IP: 10.255.128.11),NOT RUN,
1302,dc2-leaf1a,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: dc2-spine2 (IP: 10.255.128.12),NOT RUN,
1303,dc2-leaf1a,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: dc2-leaf1b (IP: 10.255.129.117),NOT RUN,
1304,dc2-leaf1a,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: dc2-spine1 (IP: 10.255.255.104),NOT RUN,
1305,dc2-leaf1a,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: dc2-spine2 (IP: 10.255.255.106),NOT RUN,
1306,dc2-leaf1a,Configuration,VerifyRunningConfigDiffs,Verifies there is no difference between the running-config and the startup-config,,NOT RUN,
1307,dc2-leaf1a,Configuration,VerifyZeroTouch,Verifies ZeroTouch is disabled,,NOT RUN,
1308,dc2-leaf1a,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet1 - Remote: dc2-spine1 Ethernet1,NOT RUN,
1309,dc2-leaf1a,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet2 - Remote: dc2-spine2 Ethernet1,NOT RUN,
1310,dc2-leaf1a,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet3 - Remote: dc2-leaf1b Ethernet3,NOT RUN,
1311,dc2-leaf1a,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet4 - Remote: dc2-leaf1b Ethernet4,NOT RUN,
1312,dc2-leaf1a,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet8 - Remote: dc2-leaf1c Ethernet1,NOT RUN,
1313,dc2-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.13) - Destination: dc1-leaf1a Loopback0 (IP: 10.255.0.3),NOT RUN,
1314,dc2-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.13) - Destination: dc1-leaf1b Loopback0 (IP: 10.255.0.4),NOT RUN,
1315,dc2-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.13) - Destination: dc1-leaf2a Loopback0 (IP: 10.255.0.5),NOT RUN,
1316,dc2-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.13) - Destination: dc1-spine1 Loopback0 (IP: 10.255.0.1),NOT RUN,
1317,dc2-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.13) - Destination: dc1-spine2 Loopback0 (IP: 10.255.0.2),NOT RUN,
1318,dc2-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.13) - Destination: dc1-svc-leaf1a Loopback0 (IP: 10.33.0.5),NOT RUN,
1319,dc2-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.13) - Destination: dc1-svc-leaf1b Loopback0 (IP: 10.33.0.6),NOT RUN,
1320,dc2-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.13) - Destination: dc1-wan1 Loopback0 (IP: 10.255.2.1),NOT RUN,
1321,dc2-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.13) - Destination: dc1-wan2 Loopback0 (IP: 10.255.2.2),NOT RUN,
1322,dc2-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.13) - Destination: dc2-leaf1a Loopback0 (IP: 10.255.128.13),NOT RUN,
1323,dc2-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.13) - Destination: dc2-leaf1b Loopback0 (IP: 10.255.128.14),NOT RUN,
1324,dc2-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.13) - Destination: dc2-leaf2a Loopback0 (IP: 10.255.128.15),NOT RUN,
1325,dc2-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.13) - Destination: dc2-leaf2b Loopback0 (IP: 10.255.128.16),NOT RUN,
1326,dc2-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.13) - Destination: dc2-leaf3a.arista.com Loopback0 (IP: 10.255.128.17),NOT RUN,
1327,dc2-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.13) - Destination: dc2-leaf3b.arista.com Loopback0 (IP: 10.255.128.18),NOT RUN,
1328,dc2-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.13) - Destination: dc2-spine1 Loopback0 (IP: 10.255.128.11),NOT RUN,
1329,dc2-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.13) - Destination: dc2-spine2 Loopback0 (IP: 10.255.128.12),NOT RUN,
1330,dc2-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet1 (IP: 10.255.255.105) - Destination: dc2-spine1 Ethernet1 (IP: 10.255.255.104),NOT RUN,
1331,dc2-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet2 (IP: 10.255.255.107) - Destination: dc2-spine2 Ethernet1 (IP: 10.255.255.106),NOT RUN,
1332,dc2-leaf1a,Field Notices,VerifyFieldNotice44Resolution,Verifies that the device is using the correct Aboot version per FN0044.,,NOT RUN,
1333,dc2-leaf1a,Field Notices,VerifyFieldNotice72Resolution,"Verifies if the device is exposed to FN0072, and if the issue has been mitigated.",,NOT RUN,
1334,dc2-leaf1a,Greent,VerifyGreenT,Verifies if a GreenT policy is created.,,NOT RUN,
1335,dc2-leaf1a,Greent,VerifyGreenTCounters,Verifies if the GreenT counters are incremented.,,NOT RUN,
1336,dc2-leaf1a,Hardware,VerifyAdverseDrops,Verifies there are no adverse drops on DCS-7280 and DCS-7500 family switches.,,NOT RUN,
1337,dc2-leaf1a,Hardware,VerifyEnvironmentCooling,Verifies the status of power supply fans and all fan trays.,,NOT RUN,
1338,dc2-leaf1a,Hardware,VerifyEnvironmentCooling,Verifies the status of power supply fans and all fan trays.,Accepted States: 'ok',NOT RUN,
1339,dc2-leaf1a,Hardware,VerifyEnvironmentPower,Verifies the power supplies status.,,NOT RUN,
1340,dc2-leaf1a,Hardware,VerifyEnvironmentPower,Verifies the power supplies status.,Accepted States: 'ok',NOT RUN,
1341,dc2-leaf1a,Hardware,VerifyEnvironmentSystemCooling,Verifies the system cooling status.,,NOT RUN,
1342,dc2-leaf1a,Hardware,VerifyTemperature,Verifies the device temperature.,,NOT RUN,
1343,dc2-leaf1a,Hardware,VerifyTemperature,Verifies the device temperature.,,NOT RUN,
1344,dc2-leaf1a,Hardware,VerifyTransceiversManufacturers,Verifies if all transceivers come from approved manufacturers.,,NOT RUN,
1345,dc2-leaf1a,Hardware,VerifyTransceiversManufacturers,Verifies if all transceivers come from approved manufacturers.,"Accepted Manufacturers: 'Arista Networks', 'Arastra, Inc.', 'Not Present'",NOT RUN,
1346,dc2-leaf1a,Hardware,VerifyTransceiversTemperature,Verifies the transceivers temperature.,,NOT RUN,
1347,dc2-leaf1a,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet1 - P2P_LINK_TO_DC2-SPINE1_Ethernet1 = 'up',NOT RUN,
1348,dc2-leaf1a,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet2 - P2P_LINK_TO_DC2-SPINE2_Ethernet1 = 'up',NOT RUN,
1349,dc2-leaf1a,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet3 - MLAG_PEER_dc2-leaf1b_Ethernet3 = 'up',NOT RUN,
1350,dc2-leaf1a,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet4 - MLAG_PEER_dc2-leaf1b_Ethernet4 = 'up',NOT RUN,
1351,dc2-leaf1a,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet5 - dc2-leaf1-server1_PCI1 = 'up',NOT RUN,
1352,dc2-leaf1a,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet8 - DC2-LEAF1C_Ethernet1 = 'up',NOT RUN,
1353,dc2-leaf1a,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback0 - EVPN_Overlay_Peering = 'up',NOT RUN,
1354,dc2-leaf1a,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback1 - VTEP_VXLAN_Tunnel_Source = 'up',NOT RUN,
1355,dc2-leaf1a,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback10 - VRF10_VTEP_DIAGNOSTICS = 'up',NOT RUN,
1356,dc2-leaf1a,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback11 - VRF11_VTEP_DIAGNOSTICS = 'up',NOT RUN,
1357,dc2-leaf1a,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Port-Channel3 - MLAG_PEER_dc2-leaf1b_Po3 = 'up',NOT RUN,
1358,dc2-leaf1a,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Port-Channel5 - dc2-leaf1-server1_PortChannel dc2-leaf1-server1 = 'up',NOT RUN,
1359,dc2-leaf1a,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Port-Channel8 - DC2-LEAF1C_Po1 = 'up',NOT RUN,
1360,dc2-leaf1a,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan11 - VRF10_VLAN11 = 'up',NOT RUN,
1361,dc2-leaf1a,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan12 - VRF10_VLAN12 = 'up',NOT RUN,
1362,dc2-leaf1a,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan21 - VRF11_VLAN21 = 'up',NOT RUN,
1363,dc2-leaf1a,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan22 - VRF11_VLAN22 = 'up',NOT RUN,
1364,dc2-leaf1a,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan3009 - MLAG_PEER_L3_iBGP: vrf VRF10 = 'up',NOT RUN,
1365,dc2-leaf1a,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan3010 - MLAG_PEER_L3_iBGP: vrf VRF11 = 'up',NOT RUN,
