test_id,node,test_category,test_description,test,result,failure_reason
518,blue-spine1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet27/1 - P2P_LINK_TO_MEDIA-PTP-1_Ethernet52,PASS,
519,blue-spine1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet28/1 - P2P_LINK_TO_MEDIA-PTP-2_Ethernet52,PASS,
520,media-PTP-1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet51 - P2P_LINK_TO_AMBER-SPINE1_Ethernet27/1,PASS,
521,media-PTP-1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet52 - P2P_LINK_TO_BLUE-SPINE1_Ethernet27/1,PASS,
522,media-PTP-1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet1 - P2P_LINK_TO_media-PTP-2_Ethernet1,PASS,
523,media-PTP-1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet2 - P2P_LINK_TO_media-PTP-2_Ethernet2,PASS,
524,media-PTP-2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet51 - P2P_LINK_TO_AMBER-SPINE1_Ethernet28/1,PASS,
525,media-PTP-2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet52 - P2P_LINK_TO_BLUE-SPINE1_Ethernet28/1,PASS,
526,media-PTP-2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet1 - P2P_LINK_TO_media-PTP-1_Ethernet1,PASS,
527,media-PTP-2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet2 - P2P_LINK_TO_media-PTP-1_Ethernet2,PASS,
528,amber-leaf1,Interface State,Vlan Interface & Line Protocol == "up",Vlan111 - VLAN111,FAIL,Interface shutdown: False - interface status: Not configured - line protocol status: Not configured
529,amber-leaf2,Interface State,Vlan Interface & Line Protocol == "up",Vlan112 - VLAN112,FAIL,Interface shutdown: False - interface status: Not configured - line protocol status: Not configured
530,blue-leaf1,Interface State,Vlan Interface & Line Protocol == "up",Vlan121 - VLAN121,FAIL,Interface shutdown: False - interface status: Not configured - line protocol status: Not configured
531,blue-leaf2,Interface State,Vlan Interface & Line Protocol == "up",Vlan122 - VLAN122,FAIL,Interface shutdown: False - interface status: Not configured - line protocol status: Not configured
532,amber-leaf1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - Router_ID,PASS,
533,amber-leaf2,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - Router_ID,PASS,
534,amber-spine1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - Router_ID,PASS,
535,blue-leaf1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - Router_ID,PASS,
536,blue-leaf2,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - Router_ID,PASS,
537,blue-spine1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - Router_ID,PASS,
538,media-PTP-1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - Router_ID,PASS,
539,media-PTP-2,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - Router_ID,PASS,
540,amber-leaf1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet49/1 - remote: amber-spine1_Ethernet1/1,FAIL,media-spine-1.MnE.lab - Ethernet1/1
541,amber-leaf2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet49/1 - remote: amber-spine1_Ethernet3/1,FAIL,media-spine-1.MnE.lab - Ethernet3/1
542,amber-spine1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet1/1 - remote: amber-leaf1_Ethernet49/1,FAIL,media-leaf-1.MnE.lab - Ethernet49/1
543,amber-spine1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet3/1 - remote: amber-leaf2_Ethernet49/1,FAIL,media-leaf-2.MnE.lab - Ethernet49/1
544,amber-spine1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet27/1 - remote: media-PTP-1_Ethernet51,PASS,
545,amber-spine1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet28/1 - remote: media-PTP-2_Ethernet51,PASS,
546,blue-leaf1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet51/1 - remote: blue-spine1_Ethernet17/1,FAIL,media-spine-2.MnE.lab - Ethernet17/1
547,blue-leaf2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet54/1 - remote: blue-spine1_Ethernet25/1,FAIL,media-spine-2.MnE.lab - Ethernet25/1
548,blue-spine1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet17/1 - remote: blue-leaf1_Ethernet51/1,FAIL,media-leaf-3.MnE.lab - Ethernet51/1
549,blue-spine1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet25/1 - remote: blue-leaf2_Ethernet54/1,FAIL,media-leaf-4.MnE.lab - Ethernet54/1
550,blue-spine1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet27/1 - remote: media-PTP-1_Ethernet52,PASS,
551,blue-spine1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet28/1 - remote: media-PTP-2_Ethernet52,PASS,
552,media-PTP-1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet51 - remote: amber-spine1_Ethernet27/1,FAIL,media-spine-1.MnE.lab - Ethernet27/1
553,media-PTP-1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet52 - remote: blue-spine1_Ethernet27/1,FAIL,media-spine-2.MnE.lab - Ethernet27/1
554,media-PTP-1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet1 - remote: media-PTP-2_Ethernet1,PASS,
555,media-PTP-1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: media-PTP-2_Ethernet2,PASS,
556,media-PTP-2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet51 - remote: amber-spine1_Ethernet28/1,FAIL,media-spine-1.MnE.lab - Ethernet28/1
557,media-PTP-2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet52 - remote: blue-spine1_Ethernet28/1,FAIL,media-spine-2.MnE.lab - Ethernet28/1
558,media-PTP-2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet1 - remote: media-PTP-1_Ethernet1,PASS,
559,media-PTP-2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: media-PTP-1_Ethernet2,PASS,
560,amber-leaf1,IP Reachability,ip reachability test p2p links,Source: amber-leaf1_Ethernet49/1 - Destination: amber-spine1_Ethernet1/1,FAIL,100% packet loss
561,amber-leaf2,IP Reachability,ip reachability test p2p links,Source: amber-leaf2_Ethernet49/1 - Destination: amber-spine1_Ethernet3/1,FAIL,100% packet loss
562,amber-spine1,IP Reachability,ip reachability test p2p links,Source: amber-spine1_Ethernet1/1 - Destination: amber-leaf1_Ethernet49/1,FAIL,100% packet loss
563,amber-spine1,IP Reachability,ip reachability test p2p links,Source: amber-spine1_Ethernet3/1 - Destination: amber-leaf2_Ethernet49/1,FAIL,100% packet loss
564,amber-spine1,IP Reachability,ip reachability test p2p links,Source: amber-spine1_Ethernet27/1 - Destination: media-PTP-1_Ethernet51,FAIL,100% packet loss
565,amber-spine1,IP Reachability,ip reachability test p2p links,Source: amber-spine1_Ethernet28/1 - Destination: media-PTP-2_Ethernet51,FAIL,100% packet loss
566,blue-leaf1,IP Reachability,ip reachability test p2p links,Source: blue-leaf1_Ethernet51/1 - Destination: blue-spine1_Ethernet17/1,FAIL,100% packet loss
567,blue-leaf2,IP Reachability,ip reachability test p2p links,Source: blue-leaf2_Ethernet54/1 - Destination: blue-spine1_Ethernet25/1,FAIL,100% packet loss
568,blue-spine1,IP Reachability,ip reachability test p2p links,Source: blue-spine1_Ethernet17/1 - Destination: blue-leaf1_Ethernet51/1,FAIL,100% packet loss
569,blue-spine1,IP Reachability,ip reachability test p2p links,Source: blue-spine1_Ethernet25/1 - Destination: blue-leaf2_Ethernet54/1,FAIL,100% packet loss
570,blue-spine1,IP Reachability,ip reachability test p2p links,Source: blue-spine1_Ethernet27/1 - Destination: media-PTP-1_Ethernet52,FAIL,100% packet loss
571,blue-spine1,IP Reachability,ip reachability test p2p links,Source: blue-spine1_Ethernet28/1 - Destination: media-PTP-2_Ethernet52,FAIL,100% packet loss
572,media-PTP-1,IP Reachability,ip reachability test p2p links,Source: media-PTP-1_Ethernet51 - Destination: amber-spine1_Ethernet27/1,FAIL,100% packet loss
573,media-PTP-1,IP Reachability,ip reachability test p2p links,Source: media-PTP-1_Ethernet52 - Destination: blue-spine1_Ethernet27/1,FAIL,100% packet loss
574,media-PTP-2,IP Reachability,ip reachability test p2p links,Source: media-PTP-2_Ethernet51 - Destination: amber-spine1_Ethernet28/1,FAIL,100% packet loss
575,media-PTP-2,IP Reachability,ip reachability test p2p links,Source: media-PTP-2_Ethernet52 - Destination: blue-spine1_Ethernet28/1,FAIL,100% packet loss
576,amber-leaf1,BGP,ArBGP is configured and operating,ArBGP,PASS,
577,amber-leaf2,BGP,ArBGP is configured and operating,ArBGP,PASS,
578,amber-spine1,BGP,ArBGP is configured and operating,ArBGP,PASS,
579,blue-leaf1,BGP,ArBGP is configured and operating,ArBGP,PASS,
580,blue-leaf2,BGP,ArBGP is configured and operating,ArBGP,PASS,
581,blue-spine1,BGP,ArBGP is configured and operating,ArBGP,PASS,
582,media-PTP-1,BGP,ArBGP is configured and operating,ArBGP,FAIL,Operating routing protocol model: ribd, Configured routing protocol model: multi-agent (will apply after next reboot)
583,media-PTP-2,BGP,ArBGP is configured and operating,ArBGP,PASS,
584,amber-leaf1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 10.252.11.0,FAIL,Session state Not configured
585,amber-leaf2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 10.252.11.2,FAIL,Session state Not configured
586,amber-spine1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 10.252.11.1,FAIL,Session state Not configured
587,amber-spine1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 10.252.11.3,FAIL,Session state Not configured
588,amber-spine1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 10.252.17.1,FAIL,Session state Not configured
589,amber-spine1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 10.252.17.9,FAIL,Session state Not configured
590,blue-leaf1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 10.252.15.0,FAIL,Session state Not configured
591,blue-leaf2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 10.252.15.2,FAIL,Session state Not configured
592,blue-spine1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 10.252.15.1,FAIL,Session state Not configured
593,blue-spine1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 10.252.15.3,FAIL,Session state Not configured
594,blue-spine1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 10.252.17.3,FAIL,Session state Not configured
595,blue-spine1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 10.252.17.11,FAIL,Session state Not configured
596,media-PTP-2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 10.252.17.8,FAIL,Session state Not configured
597,media-PTP-2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 10.252.17.10,FAIL,Session state Not configured
